"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","notes","n_rows","scale_type","record"
"Bahram, Mohammad; Polme, Sergei; Koljalg, Urmas; Zarre, Shahin; Tedersoo, Leho","Regional and local patterns of ectomycorrhizal fungal diversity and community structure along an altitudinal gradient in the Hyrcanian forests of northern Iran","10.1111/j.1469-8137.2011.03927.x","NEW PHYTOLOGIST","forest","Asia","local",NA,NA,"exp","",78,"ecological_scale",NA
"Bahram, Mohammad; Polme, Sergei; Koljalg, Urmas; Zarre, Shahin; Tedersoo, Leho","Regional and local patterns of ectomycorrhizal fungal diversity and community structure along an altitudinal gradient in the Hyrcanian forests of northern Iran","10.1111/j.1469-8137.2011.03927.x","NEW PHYTOLOGIST","forest","Asia","regional",NA,NA,"exp","",62,"ecological_scale",NA
"Baldeck, C. A.; Kembel, S. W.; Harms, K. E.; Yavitt, J. B.; John, R.; Turner, B. L.; Madawala, S.; Gunatilleke, N.; Gunatilleke, S.; Bunyavejchewin, S.; Kiratiprayoon, S.; Yaacob, A.; Supardi, M. N. N.; Valencia, R.; Navarrete, H.; Davies, S. J.; Chuyong, G. B.; Kenfack, D.; Thomas, D. W.; Dalling, J. W.","Phylogenetic turnover along local environmental gradients in tropical forest communities","10.1007/s00442-016-3686-2","OECOLOGIA","forest","Global","local",NA,1,"obs","",78,"ecological_scale","km"
"Baldeck, C. A.; Kembel, S. W.; Harms, K. E.; Yavitt, J. B.; John, R.; Turner, B. L.; Madawala, S.; Gunatilleke, N.; Gunatilleke, S.; Bunyavejchewin, S.; Kiratiprayoon, S.; Yaacob, A.; Supardi, M. N. N.; Valencia, R.; Navarrete, H.; Davies, S. J.; Chuyong, G. B.; Kenfack, D.; Thomas, D. W.; Dalling, J. W.","Phylogenetic turnover along local environmental gradients in tropical forest communities","10.1007/s00442-016-3686-2","OECOLOGIA","forest","Global","plot",240000,NA,"obs","",390,"method_scale","m2"
"Baldeck, C. A.; Kembel, S. W.; Harms, K. E.; Yavitt, J. B.; John, R.; Turner, B. L.; Madawala, S.; Gunatilleke, N.; Gunatilleke, S.; Bunyavejchewin, S.; Kiratiprayoon, S.; Yaacob, A.; Supardi, M. N. N.; Valencia, R.; Navarrete, H.; Davies, S. J.; Chuyong, G. B.; Kenfack, D.; Thomas, D. W.; Dalling, J. W.","Phylogenetic turnover along local environmental gradients in tropical forest communities","10.1007/s00442-016-3686-2","OECOLOGIA","forest","Global","plot",5e+05,NA,"obs","",390,"method_scale","m2"
"Baldeck, C. A.; Kembel, S. W.; Harms, K. E.; Yavitt, J. B.; John, R.; Turner, B. L.; Madawala, S.; Gunatilleke, N.; Gunatilleke, S.; Bunyavejchewin, S.; Kiratiprayoon, S.; Yaacob, A.; Supardi, M. N. N.; Valencia, R.; Navarrete, H.; Davies, S. J.; Chuyong, G. B.; Kenfack, D.; Thomas, D. W.; Dalling, J. W.","Phylogenetic turnover along local environmental gradients in tropical forest communities","10.1007/s00442-016-3686-2","OECOLOGIA","forest","Global","quadrat",400,NA,"obs","",169,"method_scale","m2"
"Arellano, Gabriel; Tello, J. Sebastian; Jorgensen, Peter M.; Fuentes, Alfredo F.; Isabel Loza, M.; Torrez, Vania; Macia, Manuel J.","Disentangling environmental and spatial processes of community assembly in tropical forests from local to regional scales","10.1111/oik.02426","OIKOS","forest","South America","local",2.56e+08,NA,"obs","",78,"ecological_scale","m2"
"Arellano, Gabriel; Tello, J. Sebastian; Jorgensen, Peter M.; Fuentes, Alfredo F.; Isabel Loza, M.; Torrez, Vania; Macia, Manuel J.","Disentangling environmental and spatial processes of community assembly in tropical forests from local to regional scales","10.1111/oik.02426","OIKOS","forest","South America","regional",1.76e+10,NA,"obs","",62,"ecological_scale","m2"
"Arellano, Gabriel; Tello, J. Sebastian; Jorgensen, Peter M.; Fuentes, Alfredo F.; Isabel Loza, M.; Torrez, Vania; Macia, Manuel J.","Disentangling environmental and spatial processes of community assembly in tropical forests from local to regional scales","10.1111/oik.02426","OIKOS","forest","South America","plot",1000,NA,"obs","",390,"method_scale","m2"
"Inclan, Diego J.; Cerretti, Pierfilippo; Gabriel, Doreen; Benton, Tim G.; Sait, Steven M.; Kunin, William E.; Gillespie, Mark A. K.; Marini, Lorenzo","Organic farming enhances parasitoid diversity at the local and landscape scales","10.1111/1365-2664.12457","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","landscape",1e+08,NA,"obs","",84,"ecological_scale","m2"
"Freestone, AL; Harrison, S","Regional enrichment of local assemblages is robust to variation in local productivity, abiotic gradients, and heterogeneity","10.1111/j.1461-0248.2005.00849.x","ECOLOGY LETTERS","palustrine wetland","North America","local",1,NA,"obs","",78,"ecological_scale","m2"
"Freestone, AL; Harrison, S","Regional enrichment of local assemblages is robust to variation in local productivity, abiotic gradients, and heterogeneity","10.1111/j.1461-0248.2005.00849.x","ECOLOGY LETTERS","palustrine wetland","North America","local",NA,0.05,"obs","",78,"ecological_scale","km"
"Freestone, AL; Harrison, S","Regional enrichment of local assemblages is robust to variation in local productivity, abiotic gradients, and heterogeneity","10.1111/j.1461-0248.2005.00849.x","ECOLOGY LETTERS","palustrine wetland","North America","regional",NA,NA,"obs","",62,"ecological_scale",NA
"Larkin, Michelle; Stanley, Dara A.","Impacts of management at a local and landscape scale on pollinators in semi-natural grasslands","10.1111/1365-2664.13990","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","landscape",12566371,NA,"obs","",84,"ecological_scale","m2"
"Larkin, Michelle; Stanley, Dara A.","Impacts of management at a local and landscape scale on pollinators in semi-natural grasslands","10.1111/1365-2664.13990","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","local",NA,NA,"obs","",78,"ecological_scale",NA
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","Asia","neighbourhood",NA,0.02,"sim","",29,"ecological_scale","km"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","Asia","local",NA,0.001,"sim","",78,"ecological_scale","km"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","Asia","local",NA,0.25,"sim","",78,"ecological_scale","km"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","Asia","plot",250000,NA,"sim","",390,"method_scale","m2"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","North America","plot",252000,NA,"sim","",390,"method_scale","m2"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","North America","neighbourhood",NA,0.02,"sim","",29,"ecological_scale","km"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","North America","local",NA,0.001,"sim","",78,"ecological_scale","km"
"Wang, Xugao; Wiegand, Thorsten; Swenson, Nathan G.; Wolf, Amy T.; Howe, Robert W.; Hao, Zhanqing; Lin, Fei; Ye, Ji; Yuan, Zuoqiang","Mechanisms underlying local functional and phylogenetic beta diversity in two temperate forests","10.1890/14-0392.1","ECOLOGY","forest","North America","local",NA,0.25,"sim","",78,"ecological_scale","km"
"Fuller, Lauren; Fuentes-Montemayor, Elisa; Watts, Kevin; Macgregor, Nicholas A.; Bitenc, Katja; Park, Kirsty J.","Local-scale attributes determine the suitability of woodland creation sites for Diptera","10.1111/1365-2664.13035","JOURNAL OF APPLIED ECOLOGY","forest","Europe","local",5000,NA,"obs","also about flies",78,"ecological_scale","m2"
"Fuller, Lauren; Fuentes-Montemayor, Elisa; Watts, Kevin; Macgregor, Nicholas A.; Bitenc, Katja; Park, Kirsty J.","Local-scale attributes determine the suitability of woodland creation sites for Diptera","10.1111/1365-2664.13035","JOURNAL OF APPLIED ECOLOGY","forest","Europe","local",320000,NA,"obs","",78,"ecological_scale","m2"
"Belote, R. Travis; Sanders, Nathan J.; Jones, Robert H.","Disturbance alters local-regional richness relationships in Appalachian forests","10.1890/08-1908.1","ECOLOGY","forest","North America","local",576,NA,"exp","",78,"ecological_scale","m2"
"Belote, R. Travis; Sanders, Nathan J.; Jones, Robert H.","Disturbance alters local-regional richness relationships in Appalachian forests","10.1890/08-1908.1","ECOLOGY","forest","North America","local",1,NA,"exp","",78,"ecological_scale","m2"
"Belote, R. Travis; Sanders, Nathan J.; Jones, Robert H.","Disturbance alters local-regional richness relationships in Appalachian forests","10.1890/08-1908.1","ECOLOGY","forest","North America","regional",20000,NA,"exp","",62,"ecological_scale","m2"
"Comita, Liza S.; Hubbell, Stephen P.","Local neighborhood and species' shade tolerance influence survival in a diverse seedling bank","10.1890/08-0451.1","ECOLOGY","forest","Central America","local",NA,0.01,"obs","",78,"ecological_scale","km"
"Comita, Liza S.; Hubbell, Stephen P.","Local neighborhood and species' shade tolerance influence survival in a diverse seedling bank","10.1890/08-0451.1","ECOLOGY","forest","Central America","plot",5e+05,NA,"obs","",390,"method_scale","m2"
"Comita, Liza S.; Hubbell, Stephen P.","Local neighborhood and species' shade tolerance influence survival in a diverse seedling bank","10.1890/08-0451.1","ECOLOGY","forest","Central America","plot",1,NA,"obs","",390,"method_scale","m2"
"Grace, James B.; Harrison, Susan; Damschen, Ellen I.","Local richness along gradients in the Siskiyou herb flora: R. H. Whittaker revisited","10.1890/09-2137.1","ECOLOGY","forest","North America","local",1,NA,"obs","",78,"ecological_scale","m2"
"Grace, James B.; Harrison, Susan; Damschen, Ellen I.","Local richness along gradients in the Siskiyou herb flora: R. H. Whittaker revisited","10.1890/09-2137.1","ECOLOGY","forest","North America","plot",1000,NA,"obs","",390,"method_scale","m2"
"Radhamoni, Harikrishnan Venugopalan Nair; Queenborough, Simon A.; Arietta, A. Z. Andis; Suresh, Hebbalalu S.; Dattaraja, Handanakere S.; Kumar, Subramanya Shravan; Sukumar, Raman; Comita, Liza S.","Local- and landscape-scale drivers of terrestrial herbaceous plant diversity along a tropical rainfall gradient in Western Ghats, India","10.1111/1365-2745.14075","JOURNAL OF ECOLOGY","forest","Asia","local",1,NA,"obs","",78,"ecological_scale","m2"
"Radhamoni, Harikrishnan Venugopalan Nair; Queenborough, Simon A.; Arietta, A. Z. Andis; Suresh, Hebbalalu S.; Dattaraja, Handanakere S.; Kumar, Subramanya Shravan; Sukumar, Raman; Comita, Liza S.","Local- and landscape-scale drivers of terrestrial herbaceous plant diversity along a tropical rainfall gradient in Western Ghats, India","10.1111/1365-2745.14075","JOURNAL OF ECOLOGY","forest","Asia","landscape",130000,NA,"obs","\across plots\\\",84,"ecological_scale","m2"
"Douda, Jan; Doudova-Kochankova, Jana; Boublik, Karel; Drasnarova, Alena","Plant species coexistence at local scale in temperate swamp forest: test of habitat heterogeneity hypothesis","10.1007/s00442-011-2211-x","OECOLOGIA","forest","Europe","local",NA,6e-04,"obs","",78,"ecological_scale","km"
"Douda, Jan; Doudova-Kochankova, Jana; Boublik, Karel; Drasnarova, Alena","Plant species coexistence at local scale in temperate swamp forest: test of habitat heterogeneity hypothesis","10.1007/s00442-011-2211-x","OECOLOGIA","forest","Europe","local",NA,0.0012,"obs","",78,"ecological_scale","km"
"Douda, Jan; Doudova-Kochankova, Jana; Boublik, Karel; Drasnarova, Alena","Plant species coexistence at local scale in temperate swamp forest: test of habitat heterogeneity hypothesis","10.1007/s00442-011-2211-x","OECOLOGIA","forest","Europe","local",NA,0.0114,"obs","",78,"ecological_scale","km"
"Douda, Jan; Doudova-Kochankova, Jana; Boublik, Karel; Drasnarova, Alena","Plant species coexistence at local scale in temperate swamp forest: test of habitat heterogeneity hypothesis","10.1007/s00442-011-2211-x","OECOLOGIA","forest","Europe","plot",0.36,NA,"obs","",390,"method_scale","m2"
"Laliberte, Etienne; Norton, David A.; Scott, David","Contrasting effects of productivity and disturbance on plant functional diversity at local and metacommunity scales","10.1111/jvs.12044","JOURNAL OF VEGETATION SCIENCE","grassland","Oceania","local",1,NA,"exp","",78,"ecological_scale","m2"
"Laliberte, Etienne; Norton, David A.; Scott, David","Contrasting effects of productivity and disturbance on plant functional diversity at local and metacommunity scales","10.1111/jvs.12044","JOURNAL OF VEGETATION SCIENCE","grassland","Oceania","metacommunity",400,NA,"exp","",1,"ecological_scale","m2"
