"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","notes"
"Haas, Sarah E.; Cushman, J. Hall; Dillon, Whalen W.; Rank, Nathan E.; Rizzo, David M.; Meentemeyer, Ross K.","Effects of individual, community, and landscape drivers on the dynamics of a wildland forest epidemic","10.1890/15-0767.1","ECOLOGY","forest","North America","plot",225,NA,"obs",""
"Haas, Sarah E.; Cushman, J. Hall; Dillon, Whalen W.; Rank, Nathan E.; Rizzo, David M.; Meentemeyer, Ross K.","Effects of individual, community, and landscape drivers on the dynamics of a wildland forest epidemic","10.1890/15-0767.1","ECOLOGY","forest","North America","regional",2.75e+08,NA,"obs",""
"Knight, KS; Reich, PB","Opposite relationships between invasibility and native species richness at patch versus landscape scales","10.1111/j.0030-1299.2005.13639.x","OIKOS","forest","North America","patch",1,NA,"obs",""
"Knight, KS; Reich, PB","Opposite relationships between invasibility and native species richness at patch versus landscape scales","10.1111/j.0030-1299.2005.13639.x","OIKOS","forest","North America","landscape",100,NA,"obs",""
"Knight, KS; Reich, PB","Opposite relationships between invasibility and native species richness at patch versus landscape scales","10.1111/j.0030-1299.2005.13639.x","OIKOS","forest","North America","plot",1,NA,"obs",""
"Knight, KS; Reich, PB","Opposite relationships between invasibility and native species richness at patch versus landscape scales","10.1111/j.0030-1299.2005.13639.x","OIKOS","forest","North America","regional",15000,NA,"obs",""
"Knight, KS; Reich, PB","Opposite relationships between invasibility and native species richness at patch versus landscape scales","10.1111/j.0030-1299.2005.13639.x","OIKOS","forest","North America","stand",10000,NA,"obs",""
"Svenning, JC; Kinner, DA; Stallard, RF; Engelbrecht, BMJ; Wright, SJ","Ecological determinism in plant community structure across a tropical forest landscape","10.1890/03-0396","ECOLOGY","forest","Central America","landscape",1.6e+07,NA,"obs",""
"Svenning, JC; Kinner, DA; Stallard, RF; Engelbrecht, BMJ; Wright, SJ","Ecological determinism in plant community structure across a tropical forest landscape","10.1890/03-0396","ECOLOGY","forest","Central America","plot",900,NA,"obs",""
"Svenning, JC; Kinner, DA; Stallard, RF; Engelbrecht, BMJ; Wright, SJ","Ecological determinism in plant community structure across a tropical forest landscape","10.1890/03-0396","ECOLOGY","forest","Central America","plot",200,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",196350,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",28274334,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",785398,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",3141593,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",7068583,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",12566371,NA,"obs",""
"Thies, C; Steffan-Dewenter, I; Tscharntke, T","Effects of landscape context on herbivory and parasitism at different spatial scales","10.1034/j.1600-0706.2003.12567.x","OIKOS","grassland","Europe","landscape",19634954,NA,"obs",""
"Kay, Geoffrey M.; Mortelliti, Alessio; Tulloch, Ayesha; Barton, Philip; Florance, Daniel; Cunningham, Saul A.; Lindenmayer, David B.","Effects of past and present livestock grazing on herpetofauna in a landscape-scale experiment","10.1111/cobi.12779","CONSERVATION BIOLOGY","forest","Oceania","landscape",1.5e+10,NA,"exp",""
"Kay, Geoffrey M.; Mortelliti, Alessio; Tulloch, Ayesha; Barton, Philip; Florance, Daniel; Cunningham, Saul A.; Lindenmayer, David B.","Effects of past and present livestock grazing on herpetofauna in a landscape-scale experiment","10.1111/cobi.12779","CONSERVATION BIOLOGY","forest","Oceania","plot",4000,NA,"exp",""
"Kay, Geoffrey M.; Mortelliti, Alessio; Tulloch, Ayesha; Barton, Philip; Florance, Daniel; Cunningham, Saul A.; Lindenmayer, David B.","Effects of past and present livestock grazing on herpetofauna in a landscape-scale experiment","10.1111/cobi.12779","CONSERVATION BIOLOGY","forest","Oceania","landscape",196350,NA,"exp",""
"Petit, Sandrine; Fried, Guillaume","Patterns of weed co-occurrence at the field and landscape level","10.1111/j.1654-1103.2012.01421.x","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","landscape",4e+08,NA,"obs",""
"Petit, Sandrine; Fried, Guillaume","Patterns of weed co-occurrence at the field and landscape level","10.1111/j.1654-1103.2012.01421.x","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","plot",4,NA,"obs",""
"Lopez-Martinez, J. O.; Hernandez-Stefanoni, J. L.; Dupuy, J. M.; Meave, J. A.","Partitioning the variation of woody plant beta-diversity in a landscape of secondary tropical dry forests across spatial scales","10.1111/j.1654-1103.2012.01446.x","JOURNAL OF VEGETATION SCIENCE","forest","North America","landscape",1e+06,NA,"obs",""
"Lopez-Martinez, J. O.; Hernandez-Stefanoni, J. L.; Dupuy, J. M.; Meave, J. A.","Partitioning the variation of woody plant beta-diversity in a landscape of secondary tropical dry forests across spatial scales","10.1111/j.1654-1103.2012.01446.x","JOURNAL OF VEGETATION SCIENCE","forest","North America","local",200,NA,"obs",""
"Post, Alison K.; Davis, Kristin P.; LaRoe, Jillian; Hoover, David L.; Knapp, Alan K.","Semiarid grasslands and extreme precipitation events: do experimental results scale to the landscape?","10.1002/ecy.3437","ECOLOGY","grassland","North America","landscape",6e+07,NA,"obs",""
"Laurance, Susan G. W.; Laurance, William F.; Andrade, Ana; Fearnside, Philip M.; Harms, Kyle E.; Vicentini, Alberto; Luizao, Regina C. C.","Influence of soils and topography on Amazonian tree diversity: a landscape-scale study","10.1111/j.1654-1103.2009.01122.x","JOURNAL OF VEGETATION SCIENCE","forest","South America","landscape",4e+08,NA,"obs",""
"Laurance, Susan G. W.; Laurance, William F.; Andrade, Ana; Fearnside, Philip M.; Harms, Kyle E.; Vicentini, Alberto; Luizao, Regina C. C.","Influence of soils and topography on Amazonian tree diversity: a landscape-scale study","10.1111/j.1654-1103.2009.01122.x","JOURNAL OF VEGETATION SCIENCE","forest","South America","plot",10000,NA,"obs",""
"Laurance, Susan G. W.; Laurance, William F.; Andrade, Ana; Fearnside, Philip M.; Harms, Kyle E.; Vicentini, Alberto; Luizao, Regina C. C.","Influence of soils and topography on Amazonian tree diversity: a landscape-scale study","10.1111/j.1654-1103.2009.01122.x","JOURNAL OF VEGETATION SCIENCE","forest","South America","quadrat",400,NA,"obs",""
"Bruno, JF","Causes of landscape-scale rarity in cobble beach plant communities","10.2307/3072061","ECOLOGY","palustrine wetland","North America","landscape",6e+08,NA,"exp","shoreline"
"Quijas, Sandra; Jackson, Louise E.; Maass, Manuel; Schmid, Bernhard; Raffaelli, David; Balvanera, Patricia","Plant diversity and generation of ecosystem services at the landscape scale: expert knowledge assessment","10.1111/j.1365-2664.2012.02153.x","JOURNAL OF APPLIED ECOLOGY",NA," NA","landscape",1e+05,NA,"obs",""
"Quijas, Sandra; Jackson, Louise E.; Maass, Manuel; Schmid, Bernhard; Raffaelli, David; Balvanera, Patricia","Plant diversity and generation of ecosystem services at the landscape scale: expert knowledge assessment","10.1111/j.1365-2664.2012.02153.x","JOURNAL OF APPLIED ECOLOGY",NA,NA,"landscape",1e+07,NA,"obs",""
"Grigulis, K; Lavorel, S; Davies, ID; Dossantos, A; Lloret, F; Vila, M","Landscape-scale positive feedbacks between fire and expansion of the large tussock grass, Ampelodesmos mauritanica in Catalan shrublands","10.1111/j.1365-2486.2005.00980.x","GLOBAL CHANGE BIOLOGY","shrubland","Europe","landscape",1e+06,NA,"obs  +sim",""
"Grigulis, K; Lavorel, S; Davies, ID; Dossantos, A; Lloret, F; Vila, M","Landscape-scale positive feedbacks between fire and expansion of the large tussock grass, Ampelodesmos mauritanica in Catalan shrublands","10.1111/j.1365-2486.2005.00980.x","GLOBAL CHANGE BIOLOGY","shrubland","Europe","subplot",1,NA,"obs  +sim",""
"Grigulis, K; Lavorel, S; Davies, ID; Dossantos, A; Lloret, F; Vila, M","Landscape-scale positive feedbacks between fire and expansion of the large tussock grass, Ampelodesmos mauritanica in Catalan shrublands","10.1111/j.1365-2486.2005.00980.x","GLOBAL CHANGE BIOLOGY","shrubland","Europe","plot",36,NA,"obs  +sim",""
"Vanbergen, Adam J.; Watt, Allan D.; Mitchell, Ruth; Truscott, Anne-Marie; Palmer, Stephen C. F.; Ivits, Eva; Eggleton, Paul; Jones, T. Hefin; Sousa, Jose Paulo","Scale-specific correlations between habitat heterogeneity and soil fauna diversity along a landscape structure gradient","10.1007/s00442-007-0766-3","OECOLOGIA","multiple","Europe","landscape",1e+06,NA,"obs",""
